text	label
do i have anything planned for the twenty first	calendar_query
show todays reminders	calendar_query
what is on the agenda for today	calendar_query
list out my upcoming events	calendar_query
is mary's birthday party tonight	calendar_query
is my schedule full for tomorrow from eight am to two pm	calendar_query
when is bank holiday	calendar_query
what do i have next to do	calendar_query
what are meeting scheduled for today	calendar_query
what events are this week	calendar_query
are there any events on my calendar for this week	calendar_query
need information about events before shift ends	calendar_query
is calendar event true	calendar_query
tell me what is on the schedule for july seventh	calendar_query
what is the plan for tonight	calendar_query
what do i have scheduled for next week	calendar_query
my events	calendar_query
tell me if there are any events from three to five	calendar_query
what events are scheduled this week	calendar_query
did you add tomorrow's meeting to my calendar	calendar_query
give me today's calendar events after six pm	calendar_query
what is my schedule for june fourteenth two thousand and seventeen	calendar_query
does my calendar say i'm free on april one two thousand and seventeen	calendar_query
how soon is my anniversary	calendar_query
tell me when the hockey game tickets are for	calendar_query
what have i got going on between three and four pm today	calendar_query
do i have any events scheduled today	calendar_query
is it true that susan's birthday is on march first	calendar_query
can you pull up the latest time so i won't be late for my appointment	calendar_query
what time do i work tomorrow	calendar_query
do i have a busy day today	calendar_query
latest events	calendar_query
is my calendar free for Thursday	calendar_query
show me future events	calendar_query
what events are going to happen in my city between two four pm today	calendar_query
please show today meting with clients	calendar_query
when is my doctor's appointment	calendar_query
please tell me when's my financial meeting	calendar_query
march one is susan's birthday right	calendar_query
what on my calendar	calendar_query
tell me about the meetings over a period of time	calendar_query
i needed to prepare for a meeting	calendar_query
tell me what's happening this week	calendar_query
is this program is scheduled	calendar_query
do i have a doctors appointment today	calendar_query
what time am i supposed to pick up john again	calendar_query
what are the pending reminder for today evening	calendar_query
is the meeting scheduled for tomorrow	calendar_query
what do i have scheduled on july seventh	calendar_query
no lunch date tomorrow	calendar_remove
erase events	calendar_remove
can you delete the doctors appointment i had Tuesday	calendar_remove
can you please disregard the party that i will be going to this weekend on my calendar	calendar_remove
please clear jeff's birthday from the calendar	calendar_remove
remove my event at one pm in my calendar	calendar_remove
remove all events from my calendar	calendar_remove
clear my schedule for today	calendar_remove
remove today's meeting at evening	calendar_remove
i want all my events deleted	calendar_remove
please remove this event from my calendar	calendar_remove
please delete all calendar events	calendar_remove
cancel all my appointments after three pm today and inform me the details	calendar_remove
check the events on calendar and delete the next event	calendar_remove
delete all events for the next five days	calendar_remove
clear everything off my calendar for the rest of the year	calendar_remove
can you deleted the current event	calendar_remove
i need everything deleted from calendar please	calendar_remove
delete my calendar	calendar_remove
delete my appointment tomorrow	calendar_remove
remove dinner with mike from my calendar	calendar_remove
erase all content in my calendar	calendar_remove
remove events from calendar	calendar_remove
delete everything on my calendar for the next two weeks	calendar_remove
remove meeting for wednesday morning	calendar_remove
reset all events in calendar	calendar_remove
i'm not doing thing this week	calendar_remove
clear all events on my calendar	calendar_remove
can you empty my calendar	calendar_remove
can to please clear my calendar of all events	calendar_remove
delete all appointments for tomorrow	calendar_remove
delete my next scheduled event please	calendar_remove
get rid of everything on my calendar	calendar_remove
find dinner with mom on my calendar and delete it	calendar_remove
take off the doctor's appointment on march twentieth	calendar_remove
please delete all meetings of today after seven pm	calendar_remove
please remove dinner date scheduled for this friday at nine pm	calendar_remove
clean my calendar	calendar_remove
remove the next event on my calendar	calendar_remove
remove all the reminders from the calendar	calendar_remove
remove the doctor's appointment i added to my calendar for february twelfth at nine am	calendar_remove
erase calendar events	calendar_remove
remove all the events and schedules	calendar_remove
i don't want to attend the dinner on march first any more so could you remove it from my agenda	calendar_remove
please erase the next birthday event	calendar_remove
can you delete the not so important events	calendar_remove
get rid of the first three events in my calendar	calendar_remove
hi olly please remove the birthday event on coming sunday	calendar_remove
please clear my calendar	calendar_remove
erase my appointment for march seven	calendar_remove
cancel future event from place i worked	calendar_remove
please remove the doctor appointment in my calendar for february twelfth at nine am	calendar_remove
remove john's birthday from the calendar	calendar_remove
remove my calendar event at one pm today	calendar_remove
i am no longer attending the wedding on the tenth so remove it from my calendar	calendar_remove
remove calendar events for this week	calendar_remove
remove upcoming task	calendar_remove
remove the event from monday	calendar_remove
list all events and delete	calendar_remove
change my plan erase my next event	calendar_remove
cancel the event valentine's day from the calendar	calendar_remove
erase my next event	calendar_remove
remove all the events of last month from the calendar	calendar_remove
cancel all my appointments	calendar_remove
delete all of my appointments with dr smith this week	calendar_remove
remove the board meeting and reschedule for next wednesday	calendar_remove
remove all the events on my calendar	calendar_remove
cancel my birthday party	calendar_remove
erase next calendar event	calendar_remove
can you remove that on my calendar	calendar_remove
set reminder notification for three o'clock	calendar_set
remind me to eat when i get home	calendar_set
set meeting with joanna on Saturday four pm	calendar_set
add running to my calendar for thursday	calendar_set
on third april we will go to watch j llb movie set it	calendar_set
remind me later	calendar_set
remind me of meeting five minutes before time	calendar_set
make a repeating reminder for my yoga practice every day at noon	calendar_set
can you remind me about the gym class in two hours	calendar_set
i have a meeting with al on march twenty first at ten	calendar_set
set the alarm in my calendar events before five mins	calendar_set
create an event gym day on monday and set it to repeat	calendar_set
set a thanks giving event for friday	calendar_set
set a reminder on fifteenth march as meeting	calendar_set
please add shopping at mall on twenty six march at twelve pm	calendar_set
see if john is available for a meeting on Monday	calendar_set
can you remind my next meeting with my boss one hour before it will happen	calendar_set
remind me at the start of each month	calendar_set
can you remind me about my meeting tomorrow	calendar_set
reminder about meeting from eight am to twelve pm	calendar_set
add jane's birthday party at one hundred and twenty three main for two pm tomorrow on my calendar	calendar_set
schedule lunch at tomo in arcata california tomorrow at noon	calendar_set
thursday at three pm there is a teachers meeting i need to be reminded of	calendar_set
set a reminder for fifteen minutes to change laundry loads	calendar_set
set a reminder for two days prior of the event	calendar_set
add my car payment on the twelfth in my calendar	calendar_set
add lunch appointment with lisa to january second at twelve thirty pm	calendar_set
please add the meeting with ms boland on wednesday eight hundred am to my calendar	calendar_set
on january twenty five set meeting for twelve	calendar_set
thirteenth june is a day of election result please set it	calendar_set
church with mom and dad on sunday	calendar_set
set a reminder for tomorrow evening	calendar_set
add meet with dave at subway on weber on four april at five pm	calendar_set
remind me to take out the trash	calendar_set
remind me of this meeting soon	calendar_set
don't let me forget tomorrow's meeting with sheila	calendar_set
put a seven pm meeting time down for march fourteenth	calendar_set
create a repeating event on mondays at seven pm	calendar_set
remind me on fifth march of every year to arrange wedding anniversary presents	calendar_set
remind me about my anniversary in one day advance	calendar_set
i have to go to a meting on friday at noon can you remind me	calendar_set
remind me to pick up john from the airport tonight at eight	calendar_set
remind me to meet with steve at one pm tomorrow	calendar_set
remind me about my biology test at fsu on friday	calendar_set
meeting this friday	calendar_set
could you please schedule a meeting with this person	calendar_set
remind me to have launch with boss today at one pm	calendar_set
set a reminder for my shopping trip tomorrow at five pm	calendar_set
dentist appointment today at nine am	calendar_set
please set a monthly reminder for paying rent	calendar_set
schedule dinner with sara and jamie	calendar_set
let me know when my meetings are on monday	calendar_set
repeating event meeting on mondays	calendar_set
can you set a reminder for wednesday at one pm for my meeting	calendar_set
remind me everyday at two pm for lunch	calendar_set
repeat reminder for my schedule for christmas	calendar_set
remind me to meet joe for lunch tomorrow	calendar_set
blot me all the phone calls planned for the morning of twenty three march	calendar_set
add a reminder for april twenty as my bro's birthday	calendar_set
alert me at the time of the event	calendar_set
please remind to sleep at nine pm	calendar_set
i have a meeting tomorrow morning at ten please remind me	calendar_set
call me for this meeting	calendar_set
please remind me of all the nba scores in a week	calendar_set
write down that i am going to meet with jenny on the third okay	calendar_set
make appointment for next friday	calendar_set
the meeting with justin and katrina has been changed put it on thursday	calendar_set
tell me when my next doctors appointment is	calendar_set
schedule a sales meeting for wednesday at eleven am	calendar_set
notify me an hour before my two pm appointment at the car dealership	calendar_set
evaporated	cooking_recipe
healthy foods	cooking_recipe
find the correct temperature for frying a whole turkey	cooking_recipe
access recipe book please	cooking_recipe
what goes with risotto	cooking_recipe
i would like instructions on how to cook baked chicken	cooking_recipe
what is the recipe for apple pie	cooking_recipe
what do i need to make lamb pathia	cooking_recipe
help me make brownies	cooking_recipe
find the right amount of cinnamon for the garam masala	cooking_recipe
tell me how to make garlic bread	cooking_recipe
find a recipe that uses ground beef and zucchini	cooking_recipe
how do you zest a lime without a zester	cooking_recipe
what's the recipe for fish soup	cooking_recipe
whats needed to make pizza	cooking_recipe
how long do i roast chicken breasts	cooking_recipe
i need the recipe for hot cross buns	cooking_recipe
tell me the recipe for yellow rice	cooking_recipe
can you prepare a cheese sandwich	cooking_recipe
what temperature should the oil be for frying french fries	cooking_recipe
please cook me a hamburger	cooking_recipe
how can we prepare biriyani	cooking_recipe
can you pull up a recipe for spaghetti	cooking_recipe
how do i bake a potato	cooking_recipe
how long should i simmer rice for	cooking_recipe
what is the temperature i am supposed to cook this lasagna at	cooking_recipe
why do people use avocado seeds	cooking_recipe
show me what the ingredients are	cooking_recipe
what is an alternative to flour	cooking_recipe
how to cook crabs	cooking_recipe
recipes	cooking_recipe
recipes that can be cooked in an hour	cooking_recipe
what the sexiest food to cook on a date	cooking_recipe
search for your favorite meal	cooking_recipe
best energy food for gym	cooking_recipe
how many cups of sugar in texas sheet cake frosting	cooking_recipe
show me tutorials on cooking food	cooking_recipe
what temperature do you bake a potato	cooking_recipe
what is the best tasting cut of beef	cooking_recipe
i want to cook italian dishes show me some	cooking_recipe
what are the steps for biriyani meal	cooking_recipe
how do i make meal	cooking_recipe
is soft cheese better than hard	cooking_recipe
can you give me a recipe for homemade chicken noodle soup	cooking_recipe
what can i cook with broccoli and chicken	cooking_recipe
recipe please	cooking_recipe
what is in a curry	cooking_recipe
it should spices	cooking_recipe
how to make fried rice	cooking_recipe
annie could you please search the internet and play the videos for cooking italian food	cooking_recipe
are there any cooking classes nearby my area	cooking_recipe
give me a recipe for lasagne	cooking_recipe
in five sentences let me know the procedure of making thanksgiving turkey	cooking_recipe
how do i cook meatballs	cooking_recipe
find recipe chicken casserole	cooking_recipe
please find the recipe for meatballs	cooking_recipe
how do i braise a pork loin	cooking_recipe
what does one have to damage in cream to make butter	cooking_recipe
how to cook yellow rice	cooking_recipe
how do i cook a pasta	cooking_recipe
find me a recipe for carrot soup	cooking_recipe
what do you use to make cookies	cooking_recipe
i want to know the procedure of making thanksgiving turkey in five sentences	cooking_recipe
what are the ingredients in macaroni and cheese	cooking_recipe
what ingredient can be used instead of saffron	cooking_recipe
find a recipe for chicken alfredo	cooking_recipe
how can i cook pizza	cooking_recipe
look for different recipes	cooking_recipe
recipe for crabmeat	cooking_recipe
how do you make sunny side up eggs	cooking_recipe
please convert the time of here at nine pm to brasil time zone	datetime_convert
convert g. m. t. to ist	datetime_convert
can you change my time zone from central time to pacific	datetime_convert
it's eight at night in france what time is it in new york	datetime_convert
please convert nine am cst to est time	datetime_convert
change the time in this location to ist	datetime_convert
what time can i call from pennsylvania and it will be business hours in australia	datetime_convert
i need you to convert nine am cst to est time	datetime_convert
what the time difference from here to ottawa	datetime_convert
if i was in the eastern time zone what time would it be	datetime_convert
can you convert my time zone to the time zone i'm currently in	datetime_convert
which time zone are we in please change to current	datetime_convert
it is nine here what time is it in california	datetime_convert
can you please change the time zone to us	datetime_convert
what is the time difference between my location and hong kong	datetime_convert
when it is nine in the east what time is it in the west	datetime_convert
what is the time difference between new york and lagos	datetime_convert
please can i know what time will it be at six pm here in australia	datetime_convert
if i call mike in california at six pm what will his time be	datetime_convert
what is the time in india when the time in us is twelve pm	datetime_convert
change this time to ist	datetime_convert
tell me the time in g. m. t. plus five	datetime_convert
what is the time difference between california and michegan	datetime_convert
change my clock to central time zone from my current zone	datetime_convert
if it's ten pm in california what time is it in alabama	datetime_convert
what is the time difference between here and japan	datetime_convert
what time is twelve pm eastern time in pacific time	datetime_convert
convert current time from ist to est	datetime_convert
what is the time difference between india and ivory coast	datetime_convert
convert time zone	datetime_convert
please change time zone to india	datetime_convert
what is the time difference between california and new york	datetime_convert
what is the date today	datetime_query
what week of the year does the summer season start	datetime_query
what's the date is currently	datetime_query
what is today	datetime_query
what day of the week is first april	datetime_query
what day of the week is the first of march	datetime_query
can you give me the time in new delhi	datetime_query
what is the date and month today	datetime_query
which week is twenty third	datetime_query
what is the day on twenty third march	datetime_query
tell me what time it is right now	datetime_query
i want the time for another city outside us	datetime_query
mention the time in canada now	datetime_query
what is eastern standard time right noe	datetime_query
what time is it in mountain time zone	datetime_query
tell me what time it is in dallas texas	datetime_query
what date is the third friday of this month	datetime_query
uh what does the current date happen to be	datetime_query
what time of day is it in london	datetime_query
display date	datetime_query
what time is it eastern	datetime_query
report the current time in oakland	datetime_query
what day of the week does the twenty second fall on this month	datetime_query
what is the time for the eastern time zone	datetime_query
what will be the time now in washington	datetime_query
please show me today's date	datetime_query
give me the time in pst	datetime_query
time and date of today	datetime_query
today is which date	datetime_query
what day of the month is next tuesday	datetime_query
whats the time in denver	datetime_query
what is the date easter falls on	datetime_query
what is tomorrows date	datetime_query
august fifteenth is what day of the week	datetime_query
how many birthday's are on twenty third	datetime_query
show time in china	datetime_query
what is the day today	datetime_query
give me time	datetime_query
give me the current time	datetime_query
what day is it today	datetime_query
be my clock	datetime_query
current date please	datetime_query
what is the current time in delhi	datetime_query
can you tell me the current time in dallas texas	datetime_query
give me new york's current time	datetime_query
could you tell me what time it is	datetime_query
what day of the week does the next holiday fall on	datetime_query
tell me the time in this time zone	datetime_query
what day is easter	datetime_query
what time in las vegas	datetime_query
what day of the week is the twenty second march	datetime_query
what is the date for next tuesday	datetime_query
is it Monday today	datetime_query
what's today date	datetime_query
what is the current time right now	datetime_query
please tell me the current date	datetime_query
what is the current time in london	datetime_query
what is the current time in california	datetime_query
what date is easter sunday this year	datetime_query
hey what is the time	datetime_query
is there christmas on twenty second	datetime_query
show me the date of today	datetime_query
what day of the week does christmas fall on this year	datetime_query
what is the current date time group	datetime_query
date and time	datetime_query
what time is it on the east coast of the united states	datetime_query
can you tell me today's date	datetime_query
when is the third monday of this month	datetime_query
whats the time now	datetime_query
what time is it in london	datetime_query
add apahelp@yahoo dot com to my contacts	email_addcontact
can you add a new email to my contacts	email_addcontact
please add johndoe@yahoocom to my contact list	email_addcontact
add dan@dancom to my contacts	email_addcontact
update my contacts with the new contact sam@gmail dot com	email_addcontact
please add contact email johndoe@yahoo dot com to john doe's contact information	email_addcontact
add carl's email to my contact	email_addcontact
add this new email with contact	email_addcontact
create new contact	email_addcontact
add the email oriam@gmail dot com to my contacts	email_addcontact
open up contacts and add email something@gmail dot com	email_addcontact
add jpearsonjessica@gmail dot com to email contacts	email_addcontact
add a new email	email_addcontact
i need you to add this email in my contacts	email_addcontact
add sam@gmail dot com to my contacts list	email_addcontact
please add a new email in my contacts from sara	email_addcontact
please add smithjoe@email dot com to the contact information for joe smith	email_addcontact
add erosser@hotmail dot com as a new contact for emily rosser	email_addcontact
get apahelp@yahoo dot com in my contacts	email_addcontact
add this email to my address book	email_addcontact
i want to and my email address	email_addcontact
add john@gmail dot com to contacts	email_addcontact
add sarah as email contact	email_addcontact
add dr rosenstock as an email contact	email_addcontact
add the new email to my contacts	email_addcontact
add this new email	email_addcontact
save this email in contact	email_addcontact
save email id	email_addcontact
add dan's email	email_addcontact
please add dan's email to my contacts	email_addcontact
please place my new email address to the contact	email_addcontact
here's an email address	email_addcontact
how is my inbox looking at the moment	email_query
give me recent emails	email_query
check emails for unread emails from mom	email_query
tell me who send the email about the boss yesterday	email_query
are there any new emails received after four o'clock today	email_query
did i get an email from jen last night	email_query
check by inbox for me	email_query
report what is new in my email inbox please	email_query
please send a notification when john replies	email_query
do i have any emails from katherine	email_query
display latest emails	email_query
has mike sent me an email	email_query
can you please read the my mom sent this morning at ten am	email_query
read unchecked email	email_query
beep when i get an email from john	email_query
how many emails do i have in the last fifteen minutes	email_query
what were the first number of email subjects i got today	email_query
check for new emails	email_query
have any emails come in since four hundred today	email_query
initiate polling for new email	email_query
are there any unread emails from patrick	email_query
did mike send me an email	email_query
what new emails do i have form amie	email_query
check emails	email_query
please check new email from andy	email_query
has any mail received with an attachment	email_query
check email for otp sent by my bank	email_query
