text	label
I saw this radio at Target and thought it looked really cool . I like the old-fashioned styling and the blue display . Unfortunately , I quickly found two major problems with this . As someone stated earlier , the display is too bright-it lights up my room like a full moon and there seems to be no way to turn it down . The second major problem is that the volume dial does not turn smoothly , rather it is notched in such a way that there really is no way to control the volume . On the unit I have , either the volume is down all the way , okay at the first notch , and way too loud on the second notch . I like the nature sounds , but the bird sounds are rather silly because they sound like snippets from a dozen different habitats and is distracting . The flowing water sounds nice , though . Tuning is interesting because the frequencies are in 0.05 increments . So , to go from 90.5 to 90.7 , you have to push the up button four times instead of just once . While this is not an issue to go up one frequency , it 's annoying to go up 5 or 10 . Lastly , the speaker pooped out on the second night . So , the radio is absolutely useless at this point . The radio is nice looking and a little retro , but unfortunately , there are just too many design problems that make it a waste of money and time . It 's going back to Target first thing Saturday morning . 	Alarm Clock
It only snoozes 4 times . After that , it just does n't wake up again . Defeats the entire purpose of the device . 	Alarm Clock
Hello , I had this machine since October 2011 and it had this horrible humming to it since I bought it so I never really used it that much . I `` finally '' ran into a post that said to try a better power supply . I swapped out the power supply with a better , regulated power supply -LRB- input 100-240v , output 12v -RRB- and `` finally '' no more buzzing ! The clock works like a charm now . You can find a replacement power supply at your local Radio Shack or computer store . They are not expensive . Thanks so much to Matthew for the power supply tip and another gentleman who suggested to open up the clock and bend a few of the LEDs to the back so the display would not be so bright . Be sure to tighten the display plate when putting the clock back together since it is pressure sensitive . Two very easy fixes and the sound soother now works nicely without any issues ! 	Alarm Clock
This is a very cheaply made clock . The back light on mine does not work . It does tell time though and the alarm seems to work ok . 	Alarm Clock
After reading all the positive reviews on this clock , and because it is made by Elgin , I decided to purchase it . The FIRST one we received ran 15 minutes slow every 24 hours , so I went to the trouble of calling , repackaging and returning it to Amazon for a replacement . The SECOND clock worked perfectly for all of a month , and then just STOPPED working all together . I thought it had run the batteries out because of the night glow feature -LRB- which we kept at the lowest setting -RRB- , so I changed the batteries but that was not the problem -- the clock was simply DEAD . I am incredibly disappointed . And due to the fact that I did not immediately write into Amazon to return the second clock , now I find that my `` return window '' has closed and I can not get my money back . Somehow that just does not sit well with me at all . Obviously , this clock has problems . Consequently , I vehemently recommend that you DO NOT PURCHASE THIS CLOCK . I wish we could use a corded clock , but our power goes out often enough to make it impossible , which is why I chose a battery operated clock in the first place . This clock was not the victim of rough handling -LRB- on our end , anyway -RRB- , and was never knocked off the nightstand or dropped , etc. . It just sat there undisturbed until it arbitrarily stopped working altogether . UNHAPPY AMAZON CUSTOMER . 	Alarm Clock
Like some of the other reviewers , I too noticed a very short sound loop . On most of the options it 's annoying and not relaxing . but a few of the sounds like the surf one , you ca n't notice it as much . Also , there were complaints about the brightness of the LCD . I did n't find that too bad . It 's like having a soft blue nightlight . All in all , it 's pretty good . The two alarm options are nice , the sound of a few of the tracks are decent , and it totally masks all the noise around me . So , I 'd recommend it if you can fine one sound track that 's to your liking . 	Alarm Clock
Didnot keep this clock , was n't what I wanted ... cheap clock with too many knobs for my taste ... 	Alarm Clock
This clock was originally received -LRB- several years ago -RRB- in unacceptable condition . The seller was notified by email , and before they 'd even received it back , a new one was delivered to me . This is what customer service is supposed to be ; namely , a. sincere and thoughtful apology followed by first rate corrective action . The clock , in the intervening four years , has worked properly . It is quiet . It keeps time accurately . it is a faithful reproduction of the period sought . It is easy to see in the dark ... and easy to read from a distance . A great product ... backed by outstanding customer service agents . I fully intend to execute repeat business within the year ... which hopefully indicates my highest degree of satisfaction . 	Alarm Clock
this item is a waste of time and money . the light didnt even work and the sound of the alarm is too low . 	Alarm Clock
I LOVE this alarm clock . Okay , first off , let me say that no , I 'm not deaf , but when I sleep , I sleep like the dead . A regular alarm will NOT wake me . With a regular alarm , I 'll get up , turn it off , go back to sleep , and have no memory whatsoever of even leaving my bed . : o -RRB- This little peach of a clock ... there 's no tuning it out ! I have it on the lower volume setting ... and let me tell you , my neighbors know what time I get up . That in combination with the bed shaker is fantastic . The bed shaker really wakes me up the best , I think . It 's not horribly irritating , but it 's enough so that my body knows `` hey , we have to actually wake up now ! '' Overall , if you 're hard to wake up , this is a great alarm clock for you ! Not to mention , how cute is this little clock , am I right ?! This is hands down the best alarm clock I 've had , and well worth the $ 36 I spent on it . It 's been working great for months , I have n't had a single problem ! I would definitely buy it again ! 	Alarm Clock
I wanted a small modern alarm clock for my nightstand . I loved the look of the Kikkerland and decided to purchase . I can not set the clock to the proper time . It bounces back between the 12 hour format and the 24hour format and gives you random times for both the alarm and the time of day . This one time I wished I had saved my shipping materials so that I could have returned it . 	Alarm Clock
I did n't buy this for the alarm and I have not tried it so I can not include that as part of my review . My sole purpose for buying this was for the large display as a clock . I have a very large living room and I can now see what time it is from any part of the room . As a clock it 's FANTASTIC ! 	Alarm Clock
Star Wars and just learning to read time are a great combination for any child to love this Storm Trooper Alarm Clock . Right now Stormtroopers are my grandson 's favorite Star Wars characters . So this was perfect . And it works too . Great when Mom says , clean up your room in five minutes , your Stormtrooper clock now says 12:05 at 12:10 , I will be back : -RRB- 	Alarm Clock
This is not my first , nor last , sound soother . My favorite was the Sharper Image travel version . With many of the same sounds as the travel soother\/alarm , I find the EC-B100 produces lower quality and flatter sounds . The volume is totally out of control with 0 being no sound and 1 being too loud . I have n't tried anything above 3 at this point . I hate reading manuals and did not like it when I had to resort to the manual to figure out what I believe is a very simple device . On the other hand , for a purchase under $ 50 , this is a good buy and value . Some of the sounds like Surf 's Up , Thunderstorm and Rain are good on this device . Its not easy to identify the pattern so those sounds are nice for going to sleep . The sounds do n't fade - what your set is what you get , all night . You can set it to turn off but that woke me up so I only did that once . The device is very light and the design not optimal for size and weight . It tips easily when you reach to shut it off . It has a relatively narrow profile but I do n't like the way it feels . All in all , I am content with the purchase and would recommend the Sharper Image EC-B100 Sound Soother Alarm Clock . 	Alarm Clock
The backlight is a little bright , but other than that , this is a good looking alarm clock , and the sounds are awesome . I highly recommend buying it for the price . Having the 2 alarms that are easy to see and set are a bonus . 	Alarm Clock
There are two great features that I like the best . The graduwake alarm . This comes in useful if you do n't wo n't to wake up your partner , or if your current alarm `` scares '' you awake . The nap alarm . This is good for those short `` power naps '' . I will probably pick up another one as a gift . 	Alarm Clock
THIS WAS EXTREMELY LIGHT IN WEIGHT , TINNY AND CHEAP , AND THE ATOMIC FEATURE DID NOT WORK . IT CERTAINLY IS NOT WORTH THE PRICE -- WORTH UNDER $ 5.00 . I HAD NO CHOICE BUT TO RETURN IT AND RECEIVED A FULL CREDIT FROM AMAZON.COM 	Alarm Clock
I dig the clock ! Easy to read and straight forward . I was looking for a small clock to put in my bathroom . I like modern , retro or sleek design in general and this fits the bill . I did n't realize it was sound activated when I bought it , but it lends to the simple look of it . I have to laugh when I flush the toilet and it turns on . 	Alarm Clock
I have had this clock for just a couple of days but I am extremely impressed . I placed it on the dresser in my bedroom and it is easily readable . I have had projection clocks and these end up in the trash over time because the projection fades or becomes fuzzy - and I 've had several - but this new clock without projection is the cat 's meow ! I feel that I need to see the time when I awake in the night and this clock has n't disappointed me - the numbers are huge , clear and just perfect . The battery backup takes a 9 volt and it was easily installed . The packaging is n't too much -LRB- I hate those form fitting ones you have to slice your fingers up to open -RRB- - this packaging is clear plastic but pops right off . Needless to say I 'm very pleased and highly recommend this clock . 	Alarm Clock
Seriously , who makes a digital alarm clock that does n't have back-lit numbers on at all times ???? BUY THIS CLOCK IF SEEING THE TIME IN THE DARK IS NOT IMPORTANT TO YOUR CHILD Also note it comes on military time with no instructions for how to change it BOOOOOO THIS CLOCK !!!! 	Alarm Clock
You can not sleep through this alarm . Seriously . The features that Sonic Boom included are also really great -LRB- 24 hour option , alarm off button instead of a switch , easy to find snooze -RRB- ; and make this project well worth the purchase price . 	Alarm Clock
Bought dark wood clock : Clock is made of plastic with a qualified wooden affect . It 's a 6cm cube . Image of the product on Amazon is a little misleading about the size . nevertheless it is elegant small alarm clock . Has bright red digits and a powerful alarm sound . It has an automatic standby mode . Clapping often works for this clock to turn on from even 5 m away . Needs two of AAA battery ; and in manual , it is said two battery lasts for about a month . -LRB- i havent tested it yet -RRB- 	Alarm Clock
this is very cheaply made portable alarm clock . Feels like a fake toy in your hand . I ordered mine , and right out of the box , the light function would n't work . Returned it back to amazon for a refund . Can you guess where is it made in ? No brainer . 	Alarm Clock
I purchased this clock when it was powered by a C battery and would have rated it Five Stars . Unfortunately when I re-ordered it recently , it had been redesigned . It is now powered by 3 AA batteries which do not fit into its compartment , and so do not provide power to the clock for it to run ! A clock that does not run is no use to me or anyone else . I am returning the new clock along with several others I ordered with the same problem . 	Alarm Clock
This clock never worked . The light did n't come on and the alarm made no sound . This is a piece of junk . I am surprised Amazon would sell this clock it is such poor quality . 	Alarm Clock
this is a great product ! The display is huge ... we can read it easily clear across the room without wearing glasses . The alarm time is very easy to set . I would personally like for the alarm to be a bit louder ... but I think my wife likes it the way it is because most of the time it does n't wake her if it turn the alarm off soon enough . so far the `` always set '' feature seems to work fine for me -LRB- I noticed some other reviewers had a problem -RRB- . 	Alarm Clock
This is a well designed clock that performs very well as advertised . There is a simplicity to it that makes it very easy to use . The set it and forget it is a very nice feature . Having said all this I prefer another model they make that has green numerals and a dimming switch , as the above model with red numerals is quite bright , although very easy to read at night . The green numeral clock does not have the set and forget feature . The green numeral clock also does not have the blinking second dot which annoy some people with the red numeral clock . All in all both clocks are very good and easy to read at night . 	Alarm Clock
Simple and serviceable . Very bright display . Should dim at night or have a setting . Fine for kitchen but too bright for other places at night . 	Alarm Clock
This clock is disappointing for $ 50 . It looks larger online than actual . It 's difficult to set the alarm without holding onto it with both hands because it is so small and lightweight . The sound quality is lacking . When the alarm is set to sounds which needs to have the volume up , there is no way to play the sounds while you fall asleep unless you like it loud and no timer . I 've always been impressed with Sharper Image products until now . 	Alarm Clock
I 've owned this light for a few years now and use it occasionally when I feel I need to 're - set ' my circadian rhythm ... but I 'm never that impressed . The plug is HUGE and the light gets extremely HOT , which always worries me . The radio is n't digital - it 's a dial and my dial broke long ago ... so I ca n't even see what station I 'm trying to tune into . The light is nice to fall asleep to as it does help me wind down ... but the light is n't bright enough to wake me up without the backup alarm . The glow of the clock is also too bright and I have to face that away from me or cover it with something to actually have a dark room . Needless to say , I 'm shopping for something new to replace this . 	Alarm Clock
Finding a good travel alarm with a digital display should n't be difficult , but I 've gone through a number of other clocks that were unsatisfactory . One had a design very much like this one , but the switch was flaky ; if you tried to set the alarm , it would irregularly oscillate between displaying the alarm and the time . Another had a folding cover but left buttons exposed in back ; when I arrived at my destination , I often found that the buttons had been depressed in transit and the time had been reset . The Westclox # 47508 travel alarm does n't have these problems , and has worked perfectly so far . As others have noted , the light is dim and remains on only so long as you press the button . The alarm rings for one minute , and you can snooze indefinitely for four-minute intervals -LRB- although I wish the snooze were a bit longer -RRB- . The buttons and switches are simple and intuitive . It runs on a single L1154 button battery . This battery type goes by various names -LRB- alkaline A76 , LR44 ; silver oxide E357 , 10L14 , MS76 , SR44 -RRB- , and is one of the easier button batteries to find in stores . The clock is compact and appears sturdily made . 	Alarm Clock
The radio also makes an annoying ` pop ' when you turn it on or the alarm kicks in . To set the time and alarm settings take forever . Just a horrible purchase that I made , do n't make the same mistake ! 	Alarm Clock
I wanted a clock to see the hour in the middle of the night and that 's exactly what i 've got with this thing , so far so good . 	Alarm Clock
It 's the biggest size of LED you can find -LRB- 2.5 '' -RRB- . It 's also very bright that you can read it well even with bright sun in the room . My only complain is there was a poor contact between the clock and the base that house the battery compartment . The clock went blank after I fold it down and reopen it again . I had to slap it to get the LED 's to light up again . 	Alarm Clock
This clock is so cool ! I love the nature sounds to get me to sleep . This clock is n't portable but it 's for desks , nightstands , etc. . If you want to get a clock for home this is thee clock to get ! 	Alarm Clock
I really like this dual alarm and sound soother . I can set my wake-up time to one time and my husband can set the second alarm to his own wake up time - very cool . I 'm not sure of the reason other reviewers thought setting this clock and the sounds were difficult ~ I found it easy to navigate . I also like the feature of being able to listen to one sound and have a different sound set for each alarm setting . Please note : the volume you have it set at while it 's powered on will be the volume set for your wake up -LRB- second note : you have complete freedom to choose what sounds each alarm is set regardless of which sound is being listened to at the time the sound soother is clicked off which is great -RRB- . There are 8 volume settings which is really nice ; I 'm not sure as to the reason other reviewers said there are only 3 volume settings . Love the 20 varieties of sounds , and I also do not notice any repetitions in the recordings ; I have big-time OCD and would notice that , so again , I 'm not sure the reason other reviewers would have noticed as this little clock\/sound soother is wonderful . My favorite sounds are Oceanside and Wind Chimes . Good buy . Would recommend to friends\/family , and would also purchase as a gift . 	Alarm Clock
Some have complained that the display is too bright ; since I sleep with my eyes closed , that 's not a problem ! Some have complained that the alarm is too loud ; I believe the purpose is to wake one ! I love the two alarms and the display showing whether they are set and to what time . The size of the display is readable for me without my contacts . I recommend this product highly . 	Alarm Clock
This clock is attractive in design , but way too small for what it cost . It should be half the price . If you do n't mind it 's small scale , it 's a nice piece , but had I known it was this tiny , I would have passed on it . 	Alarm Clock
These are great little clocks . I have used them for over 15 years , and keep buying them 3 or 4 at a time . Why ? Because sooner or later I will leave my clock in a hotel room somewhere . -LRB- And once a colleague found it and `` sort of failed to return it '' because she liked it so much . -RRB- Important to me is that it has separate hour and minute settings - I cross a LOT of time zones , and resetting this clock is as easy as can be . I have tried the clocks that sense the time zone automatically , which works fine in the US but not at all in most of the rest of the world . This clock is reliable , easy , small , light , durable and cheap . The all-time bargain of the clock world . Just great . 	Alarm Clock
I bought this because it has 20 different sounds . The sounds are clear and lifelike but loop often which takes away from the relaxation effect . I like the two different alarms , the volume and backlight are all fine in my opinion . 	Alarm Clock
I purchased this for my son for Christmas . . as he has trouble falling asleep . What a great device ... every nite he is able to choose a different sound , but finds the ocean the easiest and quickest way to fall asleep . Would definitely recommend ! 	Alarm Clock
We needed a small clock by our employee sign-in book . This travel clock fit the bill . It keeps perfect time . 	Alarm Clock
It 's pretty simple , if you like Star Wars , LEGO 's and need a cool alarm clock then this is it . Only issues I 'm having are with balance , it 's easy to knock over , and the alarm chime , wish it was Star Wars related rather than just a generic beep . Otherwise it looks great , high quality , and works perfectly . 	Alarm Clock
It 's loud enough to wake up someone who sleeps with earplugs . On occasion the alarm does not go off . I remember one time in particular . Something jolted me awake but the alarm was not beeping . It went off for a split second at the proper time but did not keep beeping . I remember a few other times in which I woke up late but noticed that everything on the alarm was set correctly . Sometimes it does not go off , or only goes off for a split second . To have the back-light not flicker , you have to press on the big button on the top really hard and put pressure on just the right spots . Use it as a back-up alarm . 	Alarm Clock
This amp was exactly what I was looking for . It 's small , powerful , and provides clean sound . It is the perfect addition to my aftermarket system . The amp is powering 4 Focal Access door speakers and a 10 '' Kicker solobaric sub without any problems . The best part is that it fits under my seat in my Mazdaspeed 3 . Sweet . 	Amplifier
the insulation is thicker than the wire but honestly it worked great for what i neeeded and didnt cost me an arm and a leg 	Amplifier
I have been trying to get the right music reproduction setup in my `` mancave '' for some months . My latest iteration involves a pair of `` lightly-used '' Polk T15 speakers , which I gleaned off eBay for half their regular price . However , I did n't have a dedicated amp to power them and the speakers arrived very quickly after I won the bid - the Wednesday right before Memorial Day weekend . So , the Friday before the holiday , I ordered this amp for Saturday delivery . It arrived a little after 11:00 a.m. on Saturday , via FedEx . I had already pre-wired the speakers so all I had to do was hook up the amp to the speakers and plug it in . I have spent the better part of my 3-day , Memorial Day weekend listening to my favorite songs via Windows Media Player on my Dell PC , playing through this amp . The Polk speakers were rated at 89db spl for efficiency , so I was n't 100 % sure if 50 watts RMS per channel would drive them to loud enough levels . This little amp has plenty of power to drive those speakers to quite loud levels , which tells me that this little amp has some headroom in it 's power output ratihg . Let me get into the pros and cons . Pros : 1 -RRB- Great price at just under 100.00 . 2 -RRB- Very clean sound with no distortion even at high levels . 3 -RRB- Auto standby mode when no input signal . 4 -RRB- Low profile amplifier . 5 -RRB- No fan required . Cons : 1 -RRB- Must use input 2 for continuous signal to avoid auto-switching . 2 -RRB- At very low levels of input or very quiet musical passages , amp goes into standby mode . I 've played the gamut of music from Rock , Jazz , Pop , Classical , Opera and Boom-Boom . This amp is solid . I am very satisfied so far and the price is unbeatable . For small to medium-size bookshelf speakers or relatively high-efficiency speakers , this amp might be a near-perfect selection . I 'll post a picture with this review . 	Amplifier
I 've got this amp hooked up to two 12 '' kicker cvr 1600 watt max total w \/ a 5 farad capaciator . It 's never overheated . You can still hear me from blocks away after a year of buying this whole system from amazon . Still love it !! 	Amplifier
product did as advertised only better . was a cinch to install and worked exactly as i needed . 	Amplifier
If i had the option i would have return this amp . I have 2 12 '' 750 single coil audio pipe subs . Bass is dead as ever . Dont buy this its a waste of time 	Amplifier
The blue power light is too bright -LRB- I opened the unit and unplugged it from the board -RRB- The unit has a grounded plug and a slight AC hum -LRB- I used a cheater adapter to convert it to a standard plug and this greatly reduced the hum -RRB- . It also has the volume on the left side instead of the normal right location . All in all I am satisfied considering the price but would not recommend it without those considerations being understood . 	Amplifier
I bought this pre-amp for my Karaoke system . It did really good job on this purpose . No signal distortion that I can hear . human voice souund quite the same as not using mic . 	Amplifier
I have spent more money than this trying to build my own headphone amps , and they did n't have rechargeable batteries , USB power or a tiny form factor . Nice improvement in sound quality using Grado SR-80s , especially on the lower end , everything just sounds fuller and tighter . The one downside is that the amp tends to pick up lots of EMI noise when it 's plugged into a USB port that is plugged into a computer . I was n't really surprised by this , because computers are really noisy and I have a little experience with electronics I know EMI is a pain , and cables\/wires basically act like antennae , and I ca n't really expect anything this cheap to be immune . So for my purposes I have one permanently plugged into my desktop computer and I power it from a USB -LRB- - -RRB- wall power adapter -LRB- think iPhone or Kindle power adapter -RRB- and that provides wall-powered and noise free operation . 	Amplifier
Worked perfectly . Just make sure you have a good ground . Some Nissan 's original stereos are ground to the chassis . So the ground wire on the harness does not work . 	Amplifier
I needed an inexpensive way to power an iPod to a pair of Mirage speakers on my patio . This Pyle `` no frills '' amp fit the bill perfectly . I 've sit it out of the weather and use the convenient RCA front access jack to connect an iPod playing Pandora . Ca n't beat the set-up for the price and the sound is incredible . 	Amplifier
This device requires a 12 VDC power source to run and does not come equipped with a working one ! It is packaged with a cable with one end that fits into the device and the other end is open wire ! I looked and looked on this site and I can not find ONE PLACE where it says anything about this - or even not coming with a power source . Luckily this is not that big of a deal as you can use any old 12 Volt power supply , but it is definitely irritating that this device requires a part with which it is not supplied . Radio Shack has one for cheaper and it comes with a power source . It appears as though the device was meant to be used in an SUV or something -LRB- for TV monitors -RRB- , but again it does n't mention this in the ad . Otherwise , works great . 	Amplifier
I used this to clear up some signal problems for local broadcast HD channels . It does help . However , in breezy conditions , I still experience loss of signal on the worst channels . 	Amplifier
Bought this on a whim after reading numerous positive reviews from both Amazon buyers and Parts Express buyers . Received quickly as always with a ` Prime ' purchase . The build quality is n't spectacular , but at this price point I was n't expecting much . Plastic dials on the front -LRB- chrome plated , not milled aluminum -RRB- basic tone controls and a cheapy click bypass switch to allow for unadulterated audio throughput . With the tone control disabled , I hooked it up to a pair of Klipsch ProMedia Ultra speakers from an orphaned set of old computer speakers . Absolutely blew me away how nice the sound was coming from this little amplifier . At 20wx2 you 're not going to rattle any walls but for a compact mobile\/portable\/desk system , it 's got a lot of potential . After doing a little bit more reading , apparently swapping out a few of the electronic components with some higher quality bits will yield even more improvements . Assuming you get a good one out of the box , I 'm confident it wo n't dissapoint . Clear and natural sounding audio , I 'm using mine more than I expected . Cool piece of kit ! 	Amplifier
Such a great little amp for the cost . It 's great for any portable setup imaginable . Right now i have this thing hooked up to my Sandisk Clip Zip , i just velcroed them on ; it might be the smallest audiophile setup in the world ! If anyone is saying that this little guy does n't make a difference , they do n't know what they 're talking about right now it 's powering my DT 990 Pro 250 ohms absolutely fine . Sure they 're not loud enough to hurt my ears , but who wants that anyway ? I 'm sure at one point in the future i 'll upgrade to a better amp , but for a really small really portable one , i could n't be any happier with my purchase . 	Amplifier
I purchased this amp to play all my PC based music files over a good set of home speakers ... WOW ! thats all i can say ... great 100 watt amp and priced under 100 dollars ... 	Amplifier
Just received mine in the mail today , and because of the bad reviews I wen t and also ordered the RCA cables so I can start my project as soon as it came in the mail ... I open my kit and long and behold all of my RCA Cables weree there in the kit . So so far I am happy with what I received , will be installing next week . I will update this review once I have everything connected , one thing thatr I did notice , was there was no directions in the kit , i did see a picture type of direction but thatr was all . I do n't have a problem because I know how to install but others may have a problem . 	Amplifier
bought this on a whim and i must say i am satisfied with it so far . My grado sr80s have never sounded better . 	Amplifier
Very happy with build quality and reception . Have two TV 's working off this with no noticeable degradation of signal . Towers are 70 miles distant as the crow flies which puts us right on the dangerous edge of the digital cliff . In spite of my homemade antenna we get every signal available to us ... roughly 60 channels . 	Amplifier
Was anxious to receive this and get it hooked up . Product looks and feels robust . Unfortunately it was received without power adapter . Got to return an reorder . Probably not the fault of the seller but of the manufacturer . Poor quality control . 	Amplifier
I rated this five stars so everyone would be able to see this review . DONT BUY THIS AMP . It is marketed as 1000 watts and it only puts out 50 ! It overheats if you use it for more than 20 minutes . Overall it is cheap and flimsy . Do n't cheap out and buy this amp thinking it will produce any good use . 	Amplifier
When you consider that you will have to buy your own power supply that has clean output at 12V at at least $ 15 if not $ 20 from a radio shack or similar this amp is not a good deal anymore , for $ 50 you can get into some much nicer gear . I am sending mind back , there was no mention i would have to buy my own power supply in the listing . 	Amplifier
For the price , you cant do any better ... Perfect for low or mid draw amp installs ... Literally everything you need , and fair quality -LRB- great for the price , though -RRB- . Highly recommended for the smaller install and budget minded individual . `` Smaller '' meaning I probably would n't use it for more than 300 watts -LRB- RMS , not peak -RRB- because of the 8 guage power wire . But that goes for any 8 guage wire , not just this product ... 	Amplifier
